date,country,totdea_mean
2020-05-30,Germany,8891.37
2020-05-31,Germany,8937.038
2020-06-01,Germany,8981.496
2020-06-02,Germany,9024.696
2020-06-03,Germany,9066.713
2020-06-04,Germany,9107.223
2020-06-05,Germany,9145.935
2020-06-06,Germany,9182.812
2020-06-07,Germany,9217.82
2020-06-08,Germany,9251.104
2020-06-09,Germany,9282.865
2020-06-10,Germany,9313.351
2020-06-11,Germany,9342.541
2020-06-12,Germany,9370.56
2020-06-13,Germany,9397.333
2020-06-14,Germany,9422.776
2020-06-15,Germany,9446.971
2020-06-16,Germany,9470.043
2020-06-17,Germany,9492.008
2020-06-18,Germany,9512.846
2020-06-19,Germany,9532.657
2020-06-20,Germany,9551.73
2020-06-21,Germany,9569.877
2020-06-22,Germany,9587.334
2020-06-23,Germany,9604.01
2020-06-24,Germany,9619.936
2020-06-25,Germany,9635.196
2020-06-26,Germany,9649.823
2020-06-27,Germany,9663.902
2020-06-28,Germany,9677.423
2020-06-29,Germany,9690.425
2020-06-30,Germany,9702.925
2020-07-01,Germany,9714.954
2020-07-02,Germany,9726.509
2020-07-03,Germany,9737.572
2020-07-04,Germany,9748.042
2020-07-05,Germany,9757.983
2020-07-06,Germany,9767.331
2020-07-07,Germany,9776.136
2020-07-08,Germany,9784.438
2020-07-09,Germany,9792.333
2020-07-10,Germany,9799.831
2020-07-11,Germany,9806.889000000001
2020-07-12,Germany,9813.556
2020-07-13,Germany,9819.938
2020-07-14,Germany,9825.991
2020-07-15,Germany,9831.742
2020-07-16,Germany,9837.285
2020-07-17,Germany,9842.565
2020-07-18,Germany,9847.617
2020-07-19,Germany,9852.454
2020-07-20,Germany,9857.096
2020-07-21,Germany,9861.497
2020-07-22,Germany,9865.683
2020-07-23,Germany,9869.652
2020-07-24,Germany,9873.426
2020-07-25,Germany,9877.019
2020-07-26,Germany,9880.5
2020-07-27,Germany,9883.791
2020-07-28,Germany,9886.935
2020-07-29,Germany,9890.021999999999
2020-07-30,Germany,9892.876
2020-07-31,Germany,9895.59
2020-03-04,United Kingdom,0.0
2020-03-05,United Kingdom,0.0
2020-03-06,United Kingdom,1.0
2020-03-07,United Kingdom,2.0
2020-03-08,United Kingdom,2.0
2020-03-09,United Kingdom,3.0
2020-03-10,United Kingdom,7.0
2020-03-11,United Kingdom,7.0
2020-03-12,United Kingdom,9.0
2020-03-13,United Kingdom,10.0
2020-03-14,United Kingdom,28.0
2020-03-15,United Kingdom,43.0
2020-03-16,United Kingdom,65.0
2020-03-17,United Kingdom,81.0
2020-03-18,United Kingdom,115.0
2020-03-19,United Kingdom,158.0
2020-03-20,United Kingdom,194.0
2020-03-21,United Kingdom,250.0
2020-03-22,United Kingdom,285.0
2020-03-23,United Kingdom,359.0
2020-03-24,United Kingdom,508.0
2020-03-25,United Kingdom,694.0
2020-03-26,United Kingdom,877.0
2020-03-27,United Kingdom,1161.0
2020-03-28,United Kingdom,1455.0
2020-03-29,United Kingdom,1669.0
2020-03-30,United Kingdom,2043.0
2020-03-31,United Kingdom,2425.0
2020-04-01,United Kingdom,3095.0
2020-04-02,United Kingdom,3747.0
2020-04-03,United Kingdom,4461.0
2020-04-04,United Kingdom,5221.0
2020-04-05,United Kingdom,5865.0
2020-04-06,United Kingdom,6433.0
2020-04-07,United Kingdom,7471.0
2020-04-08,United Kingdom,8505.0
2020-04-09,United Kingdom,9608.0
2020-04-10,United Kingdom,10760.0
2020-04-11,United Kingdom,11599.0
2020-04-12,United Kingdom,12285.0
2020-04-13,United Kingdom,13029.0
2020-04-14,United Kingdom,14073.0
2020-04-15,United Kingdom,14915.0
2020-04-16,United Kingdom,15944.0
2020-04-17,United Kingdom,16879.0
2020-04-18,United Kingdom,17994.0
2020-04-19,United Kingdom,18492.0
2020-04-20,United Kingdom,19051.0
2020-04-21,United Kingdom,20223.0
2020-04-22,United Kingdom,21060.0
2020-04-23,United Kingdom,21787.0
2020-04-24,United Kingdom,22792.0
2020-04-25,United Kingdom,23635.0
2020-04-26,United Kingdom,24055.0
2020-04-27,United Kingdom,24393.0
2020-04-28,United Kingdom,25302.0
2020-04-29,United Kingdom,26097.0
2020-04-30,United Kingdom,26771.0
2020-05-01,United Kingdom,27510.0
2020-05-02,United Kingdom,28131.0
2020-05-03,United Kingdom,28446.0
2020-05-04,United Kingdom,28734.0
2020-05-05,United Kingdom,29427.0
2020-05-06,United Kingdom,30076.0
2020-05-07,United Kingdom,30615.0
2020-05-08,United Kingdom,31241.0
2020-05-09,United Kingdom,31587.0
2020-05-10,United Kingdom,31855.0
2020-05-11,United Kingdom,32065.0
2020-05-12,United Kingdom,32692.0
2020-05-13,United Kingdom,33186.0
2020-05-14,United Kingdom,33614.0
2020-05-15,United Kingdom,33998.0
2020-05-16,United Kingdom,34466.0
2020-05-17,United Kingdom,34636.0
2020-05-18,United Kingdom,34796.0
2020-05-19,United Kingdom,35341.0
2020-05-20,United Kingdom,36129.077000000005
2020-05-21,United Kingdom,36477.839
2020-05-22,United Kingdom,36813.417
2020-05-23,United Kingdom,37135.465
2020-05-24,United Kingdom,37443.95
2020-05-25,United Kingdom,37739.804
2020-05-26,United Kingdom,38022.706
2020-05-27,United Kingdom,38292.747
2020-05-28,United Kingdom,38551.659
2020-05-29,United Kingdom,38800.535
2020-05-30,United Kingdom,39040.062999999995
2020-05-31,United Kingdom,39270.894
2020-06-01,United Kingdom,39493.274
2020-06-02,United Kingdom,39707.0
2020-06-03,United Kingdom,39912.087
2020-06-04,United Kingdom,40108.601
2020-06-05,United Kingdom,40296.702000000005
2020-06-06,United Kingdom,40476.359
2020-06-07,United Kingdom,40647.671
2020-06-08,United Kingdom,40810.902
2020-06-09,United Kingdom,40966.025
2020-06-10,United Kingdom,41113.167
2020-06-11,United Kingdom,41252.775
2020-06-12,United Kingdom,41384.992
2020-06-13,United Kingdom,41509.925
2020-06-14,United Kingdom,41627.924
2020-06-15,United Kingdom,41739.315
2020-06-16,United Kingdom,41844.289
2020-06-17,United Kingdom,41943.11
2020-06-18,United Kingdom,42036.157
2020-06-19,United Kingdom,42123.73
2020-06-20,United Kingdom,42206.28599999999
2020-06-21,United Kingdom,42284.267
2020-06-22,United Kingdom,42358.058
2020-06-23,United Kingdom,42427.857
2020-06-24,United Kingdom,42493.846
2020-06-25,United Kingdom,42556.169
2020-06-26,United Kingdom,42614.939000000006
2020-06-27,United Kingdom,42670.47900000001
2020-06-28,United Kingdom,42723.072
2020-06-29,United Kingdom,42772.846
2020-06-30,United Kingdom,42819.912000000004
2020-07-01,United Kingdom,42864.452000000005
2020-07-02,United Kingdom,42906.507000000005
2020-07-03,United Kingdom,42946.181
2020-07-04,United Kingdom,42983.538
2020-07-05,United Kingdom,43018.72900000001
2020-07-06,United Kingdom,43051.93
2020-07-07,United Kingdom,43083.276
2020-07-08,United Kingdom,43112.81
2020-07-09,United Kingdom,43140.547
2020-07-10,United Kingdom,43166.615
2020-07-11,United Kingdom,43191.032999999996
2020-07-12,United Kingdom,43213.947
2020-07-13,United Kingdom,43235.519
2020-07-14,United Kingdom,43255.808
2020-07-15,United Kingdom,43274.856
2020-07-16,United Kingdom,43292.773
2020-07-17,United Kingdom,43309.615999999995
2020-07-18,United Kingdom,43325.454000000005
2020-07-19,United Kingdom,43340.372
2020-07-20,United Kingdom,43354.388
2020-07-21,United Kingdom,43367.56
2020-07-22,United Kingdom,43379.913
2020-07-23,United Kingdom,43391.535
2020-07-24,United Kingdom,43402.46599999999
2020-07-25,United Kingdom,43412.758
2020-07-26,United Kingdom,43422.450999999994
2020-07-27,United Kingdom,43431.594000000005
2020-07-28,United Kingdom,43440.178
2020-07-29,United Kingdom,43448.273
2020-07-30,United Kingdom,43455.903
2020-07-31,United Kingdom,43463.10400000001
2020-03-04,France,12.0
2020-03-05,France,15.0
2020-03-06,France,26.0
2020-03-07,France,31.0
2020-03-08,France,41.0
2020-03-09,France,54.0
2020-03-10,France,78.0
2020-03-11,France,99.0
2020-03-12,France,128.0
2020-03-13,France,147.0
2020-03-14,France,205.0
2020-03-15,France,239.0
2020-03-16,France,282.0
2020-03-17,France,425.0
2020-03-18,France,598.0
2020-03-19,France,723.0
2020-03-20,France,902.0
2020-03-21,France,1081.0
2020-03-22,France,1379.0
2020-03-23,France,1763.0
2020-03-24,France,2133.0
2020-03-25,France,2717.0
2020-03-26,France,3196.0
2020-03-27,France,3707.0
2020-03-28,France,4175.0
2020-03-29,France,4844.0
2020-03-30,France,5643.0
2020-03-31,France,6458.0
2020-04-01,France,7212.0
2020-04-02,France,8154.0
2020-04-03,France,8860.0
2020-04-04,France,9432.0
2020-04-05,France,10401.0
2020-04-06,France,11357.0
2020-04-07,France,12223.0
2020-04-08,France,12883.0
2020-04-09,France,13770.0
2020-04-10,France,14322.0
2020-04-11,France,14818.0
2020-04-12,France,15354.0
2020-04-13,France,16220.0
2020-04-14,France,17043.0
2020-04-15,France,17711.0
2020-04-16,France,18380.0
2020-04-17,France,18963.0
2020-04-18,France,19326.0
2020-04-19,France,20037.0
2020-04-20,France,20657.0
2020-04-21,France,21195.0
2020-04-22,France,21693.0
2020-04-23,France,22181.0
2020-04-24,France,22498.0
2020-04-25,France,22741.0
2020-04-26,France,23213.0
2020-04-27,France,23714.0
2020-04-28,France,24103.0
2020-04-29,France,24409.0
2020-04-30,France,24609.0
2020-05-01,France,24798.0
2020-05-02,France,24952.0
2020-05-03,France,25341.0
2020-05-04,France,25716.0
2020-05-05,France,25999.0
2020-05-06,France,26238.0
2020-05-07,France,26416.0
2020-05-08,France,26538.0
2020-05-09,France,26648.0
2020-05-10,France,26933.0
2020-05-11,France,27226.0
2020-05-12,France,27383.0
2020-05-13,France,27580.0
2020-05-14,France,27769.0
2020-05-15,France,27881.0
2020-05-16,France,27967.0
2020-05-17,France,28164.0
2020-05-18,France,28364.0
2020-05-19,France,28286.458
2020-05-20,France,28406.19
2020-05-21,France,28520.231
2020-05-22,France,28629.352000000003
2020-05-23,France,28734.136000000002
2020-05-24,France,28834.384
2020-05-25,France,28929.779
2020-05-26,France,29020.076
2020-05-27,France,29105.691000000003
2020-05-28,France,29187.963
2020-05-29,France,29268.606
2020-05-30,France,29349.314
2020-05-31,France,29431.642999999996
2020-06-01,France,29515.911
2020-06-02,France,29601.426
2020-06-03,France,29687.479
2020-06-04,France,29773.466
2020-06-05,France,29858.804
2020-06-06,France,29943.195
2020-06-07,France,30026.694
2020-06-08,France,30109.351000000002
2020-06-09,France,30191.057999999997
2020-06-10,France,30271.597
2020-06-11,France,30350.779
2020-06-12,France,30428.366
2020-06-13,France,30504.173
2020-06-14,France,30578.208
2020-06-15,France,30650.578999999998
2020-06-16,France,30721.31
2020-06-17,France,30790.262000000002
2020-06-18,France,30857.391
2020-06-19,France,30922.7
2020-06-20,France,30986.334
2020-06-21,France,31048.424
2020-06-22,France,31109.04
2020-06-23,France,31168.202
2020-06-24,France,31225.907000000003
2020-06-25,France,31282.121
2020-06-26,France,31336.791
2020-06-27,France,31390.005
2020-06-28,France,31441.871
2020-06-29,France,31492.39
2020-06-30,France,31541.578999999998
2020-07-01,France,31589.595
2020-07-02,France,31636.472999999998
2020-07-03,France,31682.182999999997
2020-07-04,France,31726.713
2020-07-05,France,31770.065
2020-07-06,France,31812.287
2020-07-07,France,31853.429
2020-07-08,France,31893.54
2020-07-09,France,31932.583
2020-07-10,France,31970.513
2020-07-11,France,32007.254
2020-07-12,France,32042.831000000002
2020-07-13,France,32077.26
2020-07-14,France,32110.5
2020-07-15,France,32142.56
2020-07-16,France,32173.43
2020-07-17,France,32203.158
2020-07-18,France,32231.795
2020-07-19,France,32259.421000000002
2020-07-20,France,32286.062
2020-07-21,France,32311.752
2020-07-22,France,32336.474
2020-07-23,France,32360.298
2020-07-24,France,32383.225
2020-07-25,France,32405.33
2020-07-26,France,32426.632
2020-07-27,France,32447.227000000003
2020-07-28,France,32467.145
2020-07-29,France,32486.449
2020-07-30,France,32505.199
2020-07-31,France,32523.427000000003
2020-03-04,Italy,95.0
2020-03-05,Italy,131.0
2020-03-06,Italy,179.0
2020-03-07,Italy,242.99900000000002
2020-03-08,Italy,326.999
2020-03-09,Italy,434.99800000000005
2020-03-10,Italy,569.998
2020-03-11,Italy,734.998
2020-03-12,Italy,929.998
2020-03-13,Italy,1155.998
2020-03-14,Italy,1416.997
2020-03-15,Italy,1713.995
2020-03-16,Italy,2054.994
2020-03-17,Italy,2440.996
2020-03-18,Italy,2880.998
2020-03-19,Italy,3376.9959999999996
2020-03-20,Italy,3926.9959999999996
2020-03-21,Italy,4528.999
2020-03-22,Italy,5175.998
2020-03-23,Italy,5862.991
2020-03-24,Italy,6580.993
2020-03-25,Italy,7323.996999999999
2020-03-26,Italy,8094.994000000001
2020-03-27,Italy,8886.991
2020-03-28,Italy,9694.996
2020-03-29,Italy,10512.996000000001
2020-03-30,Italy,11326.999
2020-03-31,Italy,12125.997
2020-04-01,Italy,12904.996000000001
2020-04-02,Italy,13656.999
2020-04-03,Italy,14379.997
2020-04-04,Italy,15068.003
2020-04-05,Italy,15727.005
2020-04-06,Italy,16361.007
2020-04-07,Italy,16974.006
2020-04-08,Italy,17570.006
2020-04-09,Italy,18154.008
2020-04-10,Italy,18729.014
2020-04-11,Italy,19295.018
2020-04-12,Italy,19856.018
2020-04-13,Italy,20414.018
2020-04-14,Italy,20968.019
2020-04-15,Italy,21513.019
2020-04-16,Italy,22049.016
2020-04-17,Italy,22572.017000000003
2020-04-18,Italy,23081.019
2020-04-19,Italy,23575.02
2020-04-20,Italy,24056.021
2020-04-21,Italy,24522.022999999997
2020-04-22,Italy,24973.021
2020-04-23,Italy,25404.022999999997
2020-04-24,Italy,25814.023999999998
2020-04-25,Italy,26204.022999999997
2020-04-26,Italy,26573.025
2020-04-27,Italy,26923.023999999998
2020-04-28,Italy,27261.026
2020-04-29,Italy,27588.027000000002
2020-04-30,Italy,27905.027000000002
2020-05-01,Italy,28211.023999999998
2020-05-02,Italy,28507.025
2020-05-03,Italy,28794.025
2020-05-04,Italy,29072.025
2020-05-05,Italy,29344.022999999997
2020-05-06,Italy,29616.022999999997
2020-05-07,Italy,29890.023999999998
2020-05-08,Italy,30160.022999999997
2020-05-09,Italy,30412.026
2020-05-10,Italy,30641.027000000002
2020-05-11,Italy,30866.15
2020-05-12,Italy,31065.278
2020-05-13,Italy,31254.009
2020-05-14,Italy,31432.612
2020-05-15,Italy,31602.217
2020-05-16,Italy,31763.118
2020-05-17,Italy,31915.481
2020-05-18,Italy,32061.621
2020-05-19,Italy,32201.763
2020-05-20,Italy,32336.173
2020-05-21,Italy,32465.391
2020-05-22,Italy,32589.981
2020-05-23,Italy,32709.841
2020-05-24,Italy,32824.483
2020-05-25,Italy,32934.044
2020-05-26,Italy,33038.748
2020-05-27,Italy,33138.551
2020-05-28,Italy,33233.967000000004
2020-05-29,Italy,33325.67
2020-05-30,Italy,33414.161
2020-05-31,Italy,33499.667
2020-06-01,Italy,33582.101
2020-06-02,Italy,33660.892
2020-06-03,Italy,33735.904
2020-06-04,Italy,33807.73
2020-06-05,Italy,33876.541
2020-06-06,Italy,33942.364
2020-06-07,Italy,34005.256
2020-06-08,Italy,34065.345
2020-06-09,Italy,34122.7
2020-06-10,Italy,34177.177
2020-06-11,Italy,34229.372
2020-06-12,Italy,34279.254
2020-06-13,Italy,34326.869
2020-06-14,Italy,34372.302
2020-06-15,Italy,34415.546
2020-06-16,Italy,34456.621
2020-06-17,Italy,34495.655
2020-06-18,Italy,34532.665
2020-06-19,Italy,34567.585
2020-06-20,Italy,34600.519
2020-06-21,Italy,34631.567
2020-06-22,Italy,34660.93
2020-06-23,Italy,34688.709
2020-06-24,Italy,34714.997
2020-06-25,Italy,34739.785
2020-06-26,Italy,34763.062000000005
2020-06-27,Italy,34784.888
2020-06-28,Italy,34805.522000000004
2020-06-29,Italy,34825.054
2020-06-30,Italy,34843.587999999996
2020-07-01,Italy,34861.266
2020-07-02,Italy,34878.142
2020-07-03,Italy,34894.212999999996
2020-07-04,Italy,34909.455
2020-07-05,Italy,34923.896
2020-07-06,Italy,34937.543
2020-07-07,Italy,34950.489
2020-07-08,Italy,34962.833
2020-07-09,Italy,34974.492999999995
2020-07-10,Italy,34985.772000000004
2020-07-11,Italy,34996.27
2020-07-12,Italy,35006.21
2020-07-13,Italy,35015.683
2020-07-14,Italy,35024.712
2020-07-15,Italy,35033.276
2020-07-16,Italy,35041.372
2020-07-17,Italy,35048.992999999995
2020-07-18,Italy,35056.199
2020-07-19,Italy,35063.02
2020-07-20,Italy,35069.511
2020-07-21,Italy,35075.697
2020-07-22,Italy,35081.589
2020-07-23,Italy,35087.193999999996
2020-07-24,Italy,35092.527
2020-07-25,Italy,35097.613
2020-07-26,Italy,35102.475
2020-07-27,Italy,35107.117
2020-07-28,Italy,35111.552
2020-07-29,Italy,35115.778
2020-07-30,Italy,35119.806000000004
2020-07-31,Italy,35123.648
2020-03-04,Colombia,0.0
2020-03-05,Colombia,0.0
2020-03-06,Colombia,0.0
2020-03-07,Colombia,0.0
2020-03-08,Colombia,0.0
2020-03-09,Colombia,0.0
2020-03-10,Colombia,0.0
2020-03-11,Colombia,0.0
2020-03-12,Colombia,0.0
2020-03-13,Colombia,0.0
2020-03-14,Colombia,0.0
2020-03-15,Colombia,0.0
2020-03-16,Colombia,0.0
2020-03-17,Colombia,0.0
2020-03-18,Colombia,0.0
2020-03-19,Colombia,0.0
2020-03-20,Colombia,0.0
2020-03-21,Colombia,0.0
2020-03-22,Colombia,2.0
2020-03-23,Colombia,3.0
2020-03-24,Colombia,3.0
2020-03-25,Colombia,4.0
2020-03-26,Colombia,6.0
2020-03-27,Colombia,6.0
2020-03-28,Colombia,6.0
2020-03-29,Colombia,10.0
2020-03-30,Colombia,12.0
2020-03-31,Colombia,16.0
2020-04-01,Colombia,17.0
2020-04-02,Colombia,19.0
2020-04-03,Colombia,25.0
2020-04-04,Colombia,32.0
2020-04-05,Colombia,35.0
2020-04-06,Colombia,46.0
2020-04-07,Colombia,50.0
2020-04-08,Colombia,54.0
2020-04-09,Colombia,69.0
2020-04-10,Colombia,80.0
2020-04-11,Colombia,100.0
2020-04-12,Colombia,109.0
2020-04-13,Colombia,112.0
2020-04-14,Colombia,127.0
2020-04-15,Colombia,131.0
2020-04-16,Colombia,144.0
2020-04-17,Colombia,153.0
2020-04-18,Colombia,153.0
2020-04-19,Colombia,179.0
2020-04-20,Colombia,189.0
2020-04-21,Colombia,196.0
2020-04-22,Colombia,206.0
2020-04-23,Colombia,215.0
2020-04-24,Colombia,225.0
2020-04-25,Colombia,233.0
2020-04-26,Colombia,244.0
2020-04-27,Colombia,253.0
2020-04-28,Colombia,269.0
2020-04-29,Colombia,278.0
2020-04-30,Colombia,293.0
2020-05-01,Colombia,314.0
2020-05-02,Colombia,324.0
2020-05-03,Colombia,340.0
2020-05-04,Colombia,358.0
2020-05-05,Colombia,378.0
2020-05-06,Colombia,397.0
2020-05-07,Colombia,407.0
2020-05-08,Colombia,428.0
2020-05-09,Colombia,445.0
2020-05-10,Colombia,463.0
2020-05-11,Colombia,479.0
2020-05-12,Colombia,493.0
2020-05-13,Colombia,509.0
2020-05-14,Colombia,525.0
2020-05-15,Colombia,546.0
2020-05-16,Colombia,562.0
2020-05-17,Colombia,574.0
2020-05-18,Colombia,592.0
2020-05-19,Colombia,613.0
2020-05-20,Colombia,649.695
2020-05-21,Colombia,669.757
2020-05-22,Colombia,690.1289999999999
2020-05-23,Colombia,710.816
2020-05-24,Colombia,731.825
2020-05-25,Colombia,753.1260000000001
2020-05-26,Colombia,774.7080000000001
2020-05-27,Colombia,796.596
2020-05-28,Colombia,818.827
2020-05-29,Colombia,841.421
2020-05-30,Colombia,864.421
2020-05-31,Colombia,887.877
2020-06-01,Colombia,911.783
2020-06-02,Colombia,936.1260000000001
2020-06-03,Colombia,960.922
2020-06-04,Colombia,986.1410000000001
2020-06-05,Colombia,1011.77
2020-06-06,Colombia,1037.828
2020-06-07,Colombia,1064.288
2020-06-08,Colombia,1091.194
2020-06-09,Colombia,1118.522
2020-06-10,Colombia,1146.1989999999998
2020-06-11,Colombia,1174.253
2020-06-12,Colombia,1202.691
2020-06-13,Colombia,1231.488
2020-06-14,Colombia,1260.606
2020-06-15,Colombia,1290.126
2020-06-16,Colombia,1320.0629999999999
2020-06-17,Colombia,1350.405
2020-06-18,Colombia,1381.18
2020-06-19,Colombia,1412.3870000000002
2020-06-20,Colombia,1444.0639999999999
2020-06-21,Colombia,1476.255
2020-06-22,Colombia,1508.971
2020-06-23,Colombia,1542.203
2020-06-24,Colombia,1575.901
2020-06-25,Colombia,1610.055
2020-06-26,Colombia,1644.682
2020-06-27,Colombia,1679.82
2020-06-28,Colombia,1715.49
2020-06-29,Colombia,1751.7060000000001
2020-06-30,Colombia,1788.453
2020-07-01,Colombia,1825.746
2020-07-02,Colombia,1863.578
2020-07-03,Colombia,1901.942
2020-07-04,Colombia,1940.832
2020-07-05,Colombia,1980.221
2020-07-06,Colombia,2020.1760000000002
2020-07-07,Colombia,2060.655
2020-07-08,Colombia,2101.675
2020-07-09,Colombia,2143.242
2020-07-10,Colombia,2185.3720000000003
2020-07-11,Colombia,2228.016
2020-07-12,Colombia,2271.217
2020-07-13,Colombia,2315.03
2020-07-14,Colombia,2359.439
2020-07-15,Colombia,2404.4539999999997
2020-07-16,Colombia,2450.099
2020-07-17,Colombia,2496.354
2020-07-18,Colombia,2543.266
2020-07-19,Colombia,2590.889
2020-07-20,Colombia,2639.222
2020-07-21,Colombia,2688.236
2020-07-22,Colombia,2737.966
2020-07-23,Colombia,2788.428
2020-07-24,Colombia,2839.6020000000003
2020-07-25,Colombia,2891.4829999999997
2020-07-26,Colombia,2944.107
2020-07-27,Colombia,2997.468
2020-07-28,Colombia,3051.554
2020-07-29,Colombia,3106.4440000000004
2020-07-30,Colombia,3162.17
2020-07-31,Colombia,3218.724
